Category,State/ UT Name,Year,Vegetable,Area,Production
State,Himachal Pradesh,2014-15,Onion,2.3,39.4
State,Jammu & Kashmir,2014-15,Onion,2.8,65.3
State,Jharkhand,2014-15,Onion,16.4,322.7
State,Karnataka,2014-15,Onion,164.7,2985.8
State,Kerala,2014-15,Onion,0.1,0
State,Madhya Pradesh,2014-15,Onion,123.2,2967.4
State,Maharashtra,2014-15,Onion,427.9,5362
State,Manipur,2014-15,Onion,0.4,5.4
State,Meghalaya,2014-15,Onion,0.5,4.3
State,Mizoram,2014-15,Onion,1.3,10
State,Nagaland,2014-15,Onion,0.7,7.7
State,Odisha,2014-15,Onion,33.2,396
State,Punjab,2014-15,Onion,8.4,188.2
State,Rajasthan,2014-15,Onion,62.6,800.1
State,Sikkim,2014-15,Onion,0.3,1.7
State,Tamil Nadu,2014-15,Onion,29.8,289.5
State,Telangana,2014-15,Onion,22.2,419.1
State,Tripura,2014-15,Onion,0,0
State,Uttarakhand,2014-15,Onion,4,40.8
State,Uttar Pradesh,2014-15,Onion,24.5,413.4
State,West Bengal,2014-15,Onion,25.3,380.2
Union Territory,Union Territory (Total),2014-15,Onion,0,0
Union Territory,Dadra & Nagar Haveli,2014-15,Onion,0,0
Union Territory,Chandigarh,2014-15,Onion,0,0
Union Territory,D. & N. Haveli,2014-15,Onion,0,0
Union Territory,Daman & Diu,2014-15,Onion,0,0
Union Territory,Delhi,2014-15,Onion,0.8,18
Union Territory,Lakshadweep,2014-15,Onion,0,0
Union Territory,Puducherry,2014-15,Onion,0,0.1
Total,Total,2014-15,Onion,1149.8,18736.5
State,Andhra Pradesh,2009-10,Potato,6.9,137.7
State,Arunachal Pradesh,2009-10,Potato,4,31.7
State,Assam,2009-10,Potato,86.6,589.7
State,Bihar,2009-10,Potato,313.6,5387.2
State,Chhattisgarh,2009-10,Potato,32.6,449.8
State,Goa,2009-10,Potato,0,0
State,Gujarat,2009-10,Potato,60.1,1657
State,Haryana,2009-10,Potato,23,494.8
State,Himachal Pradesh,2009-10,Potato,16,184.4
State,Jammu & Kashmir,2009-10,Potato,7.5,110.6
State,Jharkhand,2009-10,Potato,38.2,573.1
State,Karnataka,2009-10,Potato,81.1,460.3
State,Kerala,2009-10,Potato,0.3,7.9
State,Madhya Pradesh,2009-10,Potato,60.8,608.4
State,Maharashtra,2009-10,Potato,18.8,197.9
State,Manipur,2009-10,Potato,1.7,15.2
State,Meghalaya,2009-10,Potato,20.3,221.7
State,Mizoram,2009-10,Potato,1.5,20.9
State,Nagaland,2009-10,Potato,1.5,10
State,Odisha,2009-10,Potato,13.1,178.8
State,Punjab,2009-10,Potato,83.1,2116.5
State,Rajasthan,2009-10,Potato,8.5,96.4
State,Sikkim,2009-10,Potato,9.1,44.3
State,Tamil Nadu,2009-10,Potato,4.5,89.9
State,Telangana,2009-10,Potato,0,0
State,Tripura,2009-10,Potato,5.8,99.4
State,Uttarakhand,2009-10,Potato,24.3,432.2
State,Uttar Pradesh,2009-10,Potato,540.8,13447.3
State,West Bengal,2009-10,Potato,370,8880
Union Territory,Union Territory (Total),2009-10,Potato,0,0
Union Territory,Dadra & Nagar Haveli,2009-10,Potato,0,0
Union Territory,Chandigarh,2009-10,Potato,0,0
Union Territory,D. & N. Haveli,2009-10,Potato,0,0
Union Territory,Daman & Diu,2009-10,Potato,0,0
Union Territory,Delhi,2009-10,Potato,1.5,34.2
Union Territory,Lakshadweep,2009-10,Potato,0,0
Union Territory,Puducherry,2009-10,Potato,0,0
Total,Total,2009-10,Potato,1835.2,36577.3
State,Andhra Pradesh,2010-2011,Potato,0,0
State,Arunachal Pradesh,2010-2011,Potato,0,0
State,Assam,2010-2011,Potato,0,0
State,Bihar,2010-2011,Potato,0,0
State,Chhattisgarh,2010-2011,Potato,36.4,526.3
State,Goa,2010-2011,Potato,0,0
State,Gujarat,2010-2011,Potato,65.3,1881.8
State,Haryana,2010-2011,Potato,26.8,598.2
State,Himachal Pradesh,2010-2011,Potato,15.3,206
State,Jammu & Kashmir,2010-2011,Potato,7.9,150.7
State,Jharkhand,2010-2011,Potato,43.2,655.5
State,Karnataka,2010-2011,Potato,40,400.8
State,Kerala,2010-2011,Potato,1,0
State,Madhya Pradesh,2010-2011,Potato,62,743
State,Maharashtra,2010-2011,Potato,18,318
State,Manipur,2010-2011,Potato,1.7,15.2
State,Meghalaya,2010-2011,Potato,17.7,162.4
State,Mizoram,2010-2011,Potato,0.2,2.3
State,Nagaland,2010-2011,Potato,1.5,10
State,Odisha,2010-2011,Potato,14,191.4
State,Punjab,2010-2011,Potato,83.6,2088.4
State,Rajasthan,2010-2011,Potato,10.5,75.7
State,Sikkim,2010-2011,Potato,9.4,45.7
State,Tamil Nadu,2010-2011,Potato,4.7,97.1
State,Telangana,2010-2011,Potato,0,0
State,Tripura,2010-2011,Potato,6.2,109.8
State,Uttarakhand,2010-2011,Potato,24.3,424.3
State,Uttar Pradesh,2010-2011,Potato,556.5,13576.6
State,West Bengal,2010-2011,Potato,406.3,13391.2
Union Territory,Union Territory (Total),2010-2011,Potato,0,0
Union Territory,Dadra & Nagar Haveli,2010-2011,Potato,0,0
Union Territory,Chandigarh,2010-2011,Potato,0,0
Union Territory,D. & N. Haveli,2010-2011,Potato,0,0
Union Territory,Daman & Diu,2010-2011,Potato,0,0
Union Territory,Delhi,2010-2011,Potato,0.8,18.4
Union Territory,Lakshadweep,2010-2011,Potato,0,0
Union Territory,Puducherry,2010-2011,Potato,0,0
Total,Total,2010-2011,Potato,1863.2,42339.4
State,Andhra Pradesh,2011-12,Potato,4.9,98.4
State,Arunachal Pradesh,2011-12,Potato,4.6,40
State,Assam,2011-12,Potato,89.4,783.4
State,Bihar,2011-12,Potato,315.2,6101.7
State,Chhattisgarh,2011-12,Potato,41.2,579.2
State,Goa,2011-12,Potato,0,0
State,Gujarat,2011-12,Potato,80.7,2395.5
State,Haryana,2011-12,Potato,27.8,618.9
State,Himachal Pradesh,2011-12,Potato,16,206.2
State,Jammu & Kashmir,2011-12,Potato,6.9,127.2
State,Jharkhand,2011-12,Potato,45.8,652.8
State,Karnataka,2011-12,Potato,45.4,483
State,Kerala,2011-12,Potato,0.3,5.4
State,Madhya Pradesh,2011-12,Potato,88,1816.7
State,Maharashtra,2011-12,Potato,18,360
State,Manipur,2011-12,Potato,0,0
State,Meghalaya,2011-12,Potato,17.8,164.8
State,Mizoram,2011-12,Potato,0.2,2.5
State,Nagaland,2011-12,Potato,2.9,20.2
State,Odisha,2011-12,Potato,14.2,201.1
State,Punjab,2011-12,Potato,84.1,2104
State,Rajasthan,2011-12,Potato,11.9,178
State,Sikkim,2011-12,Potato,9.8,47.1
State,Tamil Nadu,2011-12,Potato,4.9,104.9
State,Telangana,2011-12,Potato,0,0
State,Tripura,2011-12,Potato,6.9,123
State,Uttarakhand,2011-12,Potato,25,433.8
State,Uttar Pradesh,2011-12,Potato,567.7,14125.1
State,West Bengal,2011-12,Potato,376.8,9693.3
Union Territory,Union Territory (Total),2011-12,Potato,0,0
Union Territory,Dadra & Nagar Haveli,2011-12,Potato,0,0
Union Territory,Chandigarh,2011-12,Potato,0,0
Union Territory,D. & N. Haveli,2011-12,Potato,0,0
Union Territory,Daman & Diu,2011-12,Potato,0,0
Union Territory,Delhi,2011-12,Potato,0.7,16.8
Union Territory,Lakshadweep,2011-12,Potato,0,0
Union Territory,Puducherry,2011-12,Potato,0,0
Total,Total,2011-12,Potato,1907,41482.8
State,Andhra Pradesh,2012-13,Potato,9.5,189.6
State,Arunachal Pradesh,2012-13,Potato,0,0
State,Assam,2012-13,Potato,99.8,975.3
State,Bihar,2012-13,Potato,322.5,6640.6
State,Chhattisgarh,2012-13,Potato,43.4,648.6
State,Goa,2012-13,Potato,0,0
State,Gujarat,2012-13,Potato,81.3,2499.7
State,Haryana,2012-13,Potato,29.5,676
State,Himachal Pradesh,2012-13,Potato,14.4,180.6
State,Jammu & Kashmir,2012-13,Potato,6.9,127.2
State,Jharkhand,2012-13,Potato,47.2,659.6
State,Karnataka,2012-13,Potato,44.4,698.3
State,Kerala,2012-13,Potato,0.3,5.4
State,Madhya Pradesh,2012-13,Potato,108.9,2299
State,Maharashtra,2012-13,Potato,14,321
State,Manipur,2012-13,Potato,0,0
State,Meghalaya,2012-13,Potato,18.1,173
State,Mizoram,2012-13,Potato,0.3,3.2
State,Nagaland,2012-13,Potato,3.8,32
State,Odisha,2012-13,Potato,14.1,201.1
State,Punjab,2012-13,Potato,85.3,2132.3
State,Rajasthan,2012-13,Potato,9.2,107.2
State,Sikkim,2012-13,Potato,10.1,49.1
State,Tamil Nadu,2012-13,Potato,5.1,105.1
State,Telangana,2012-13,Potato,0,0
State,Tripura,2012-13,Potato,8.3,149.1
State,Uttarakhand,2012-13,Potato,25,434.4
State,Uttar Pradesh,2012-13,Potato,603.8,14430.3
State,West Bengal,2012-13,Potato,386.6,11591.3
Union Territory,Union Territory (Total),2012-13,Potato,0,0
Union Territory,Dadra & Nagar Haveli,2012-13,Potato,0,0
Union Territory,Chandigarh,2012-13,Potato,0,0
Union Territory,D. & N. Haveli,2012-13,Potato,0,0
Union Territory,Daman & Diu,2012-13,Potato,0,0
Union Territory,Delhi,2012-13,Potato,0.7,14.7
Union Territory,Lakshadweep,2012-13,Potato,0,0
Union Territory,Puducherry,2012-13,Potato,0,0
Total,Total,2012-13,Potato,1992.2,45343.6
State,Andhra Pradesh,2013-14,Potato,2.6,51.1
State,Arunachal Pradesh,2013-14,Potato,0,0
State,Assam,2013-14,Potato,98,700.1
State,Bihar,2013-14,Potato,318.5,6536
State,Chhattisgarh,2013-14,Potato,37.9,556.4
State,Goa,2013-14,Potato,0,0
State,Gujarat,2013-14,Potato,73.6,2267.4
State,Haryana,2013-14,Potato,30,696.5
State,Himachal Pradesh,2013-14,Potato,19.2,243.3
State,Jammu & Kashmir,2013-14,Potato,6.9,127.2
State,Jharkhand,2013-14,Potato,49.1,653.1
State,Karnataka,2013-14,Potato,40.7,539.7
State,Kerala,2013-14,Potato,0.5,8.1
State,Madhya Pradesh,2013-14,Potato,110,2322.4
State,Maharashtra,2013-14,Potato,20,370
State,Manipur,2013-14,Potato,0,0
State,Meghalaya,2013-14,Potato,18.4,181.8
State,Mizoram,2013-14,Potato,0.2,3
State,Nagaland,2013-14,Potato,4.8,65.1
State,Odisha,2013-14,Potato,15,249.8
State,Punjab,2013-14,Potato,87.2,2189.2
State,Rajasthan,2013-14,Potato,9.5,113.3
State,Sikkim,2013-14,Potato,10.2,49.9
State,Tamil Nadu,2013-14,Potato,5.4,115.6
State,Telangana,2013-14,Potato,4.9,98.6
State,Tripura,2013-14,Potato,8.7,153.8
State,Uttarakhand,2013-14,Potato,24.7,409.6
State,Uttar Pradesh,2013-14,Potato,564.3,13808.8
State,West Bengal,2013-14,Potato,412.2,9030
Union Territory,Union Territory (Total),2013-14,Potato,0,0
Union Territory,Dadra & Nagar Haveli,2013-14,Potato,0,0
Union Territory,Chandigarh,2013-14,Potato,0,0
Union Territory,D. & N. Haveli,2013-14,Potato,0,0
Union Territory,Daman & Diu,2013-14,Potato,0,0
Union Territory,Delhi,2013-14,Potato,0.7,15.7
Union Territory,Lakshadweep,2013-14,Potato,0,0
Union Territory,Puducherry,2013-14,Potato,0,0
Total,Total,2013-14,Potato,1973.2,41555.4
State,Andhra Pradesh,2014-15,Potato,2.6,43.6
State,Arunachal Pradesh,2014-15,Potato,0,0
State,Assam,2014-15,Potato,99.2,1706
State,Bihar,2014-15,Potato,319,6345.6
State,Chhattisgarh,2014-15,Potato,38.5,542.8
State,Goa,2014-15,Potato,0,0
State,Gujarat,2014-15,Potato,98.2,2964.1
State,Haryana,2014-15,Potato,30.1,658.4
State,Himachal Pradesh,2014-15,Potato,19.2,243.3
State,Jammu & Kashmir,2014-15,Potato,6.9,127.2
State,Jharkhand,2014-15,Potato,49.5,659.6
State,Karnataka,2014-15,Potato,43.4,565.3
State,Kerala,2014-15,Potato,0.8,14.8
State,Madhya Pradesh,2014-15,Potato,136,3048
State,Maharashtra,2014-15,Potato,10.3,74.4
State,Manipur,2014-15,Potato,0,0
State,Meghalaya,2014-15,Potato,18.8,191.5
State,Mizoram,2014-15,Potato,0.1,1.4
State,Nagaland,2014-15,Potato,4.8,65.1
State,Odisha,2014-15,Potato,15.8,268.9
State,Punjab,2014-15,Potato,89.3,2243.5
State,Rajasthan,2014-15,Potato,14.7,150.4
State,Sikkim,2014-15,Potato,10.2,49.9
State,Tamil Nadu,2014-15,Potato,4.7,97.3
State,Telangana,2014-15,Potato,5.1,105.8
State,Tripura,2014-15,Potato,9,159.5
State,Uttarakhand,2014-15,Potato,25.8,447.6
State,Uttar Pradesh,2014-15,Potato,604.3,13137.5
State,West Bengal,2014-15,Potato,412.2,12027
Union Territory,Union Territory (Total),2014-15,Potato,0,0
Union Territory,Dadra & Nagar Haveli,2014-15,Potato,0,0
Union Territory,Chandigarh,2014-15,Potato,0,0
Union Territory,D. & N. Haveli,2014-15,Potato,0,0
Union Territory,Daman & Diu,2014-15,Potato,0,0
Union Territory,Delhi,2014-15,Potato,0.4,12.3
Union Territory,Lakshadweep,2014-15,Potato,0,0
Union Territory,Puducherry,2014-15,Potato,0,0
Total,Total,2014-15,Potato,2069,45950.9
State,Andhra Pradesh,2009-10,Sweet Potato,1.3,26.6
State,Arunachal Pradesh,2009-10,Sweet Potato,0,0
State,Assam,2009-10,Sweet Potato,8.9,34.3
State,Bihar,2009-10,Sweet Potato,0.3,7
State,Chhattisgarh,2009-10,Sweet Potato,3.6,32.4
State,Goa,2009-10,Sweet Potato,0,0
State,Gujarat,2009-10,Sweet Potato,0,0
State,Haryana,2009-10,Sweet Potato,0,0
State,Himachal Pradesh,2009-10,Sweet Potato,0,0
State,Jammu & Kashmir,2009-10,Sweet Potato,0,0
State,Jharkhand,2009-10,Sweet Potato,0,0
State,Karnataka,2009-10,Sweet Potato,2.4,30.9
State,Kerala,2009-10,Sweet Potato,0.5,5.9
State,Madhya Pradesh,2009-10,Sweet Potato,4.5,26
State,Maharashtra,2009-10,Sweet Potato,0,0
State,Manipur,2009-10,Sweet Potato,0,0
State,Meghalaya,2009-10,Sweet Potato,5.5,19.2
State,Mizoram,2009-10,Sweet Potato,0,0
State,Nagaland,2009-10,Sweet Potato,0.1,0.4
State,Odisha,2009-10,Sweet Potato,50.5,438.8
State,Punjab,2009-10,Sweet Potato,0,0
State,Rajasthan,2009-10,Sweet Potato,1.2,2.6
State,Sikkim,2009-10,Sweet Potato,0,0
State,Tamil Nadu,2009-10,Sweet Potato,0.8,11.5
State,Telangana,2009-10,Sweet Potato,0,0
State,Tripura,2009-10,Sweet Potato,0,0
State,Uttarakhand,2009-10,Sweet Potato,0,0
State,Uttar Pradesh,2009-10,Sweet Potato,16.8,227.9
State,West Bengal,2009-10,Sweet Potato,22.5,231.1
Union Territory,Union Territory (Total),2009-10,Sweet Potato,0,0
Union Territory,Dadra & Nagar Haveli,2009-10,Sweet Potato,0,0
Union Territory,Chandigarh,2009-10,Sweet Potato,0,0
Union Territory,D. & N. Haveli,2009-10,Sweet Potato,0,0
Union Territory,Daman & Diu,2009-10,Sweet Potato,0,0
Union Territory,Delhi,2009-10,Sweet Potato,0,0
Union Territory,Lakshadweep,2009-10,Sweet Potato,0,0
Union Territory,Puducherry,2009-10,Sweet Potato,0,0
Total,Total,2009-10,Sweet Potato,118.9,1094.6
State,Andhra Pradesh,2010-2011,Sweet Potato,0,0
State,Arunachal Pradesh,2010-2011,Sweet Potato,0,0
State,Assam,2010-2011,Sweet Potato,0,0
State,Bihar,2010-2011,Sweet Potato,0,0
State,Chhattisgarh,2010-2011,Sweet Potato,3.7,36.7
State,Goa,2010-2011,Sweet Potato,0,0
State,Gujarat,2010-2011,Sweet Potato,0,0
State,Haryana,2010-2011,Sweet Potato,0,0
State,Himachal Pradesh,2010-2011,Sweet Potato,0,0
State,Jammu & Kashmir,2010-2011,Sweet Potato,0,0
State,Jharkhand,2010-2011,Sweet Potato,0,0
State,Karnataka,2010-2011,Sweet Potato,2.6,33.5
State,Kerala,2010-2011,Sweet Potato,0.3,4.9
State,Madhya Pradesh,2010-2011,Sweet Potato,5.1,29.7
State,Maharashtra,2010-2011,Sweet Potato,0,0
State,Manipur,2010-2011,Sweet Potato,0,0
State,Meghalaya,2010-2011,Sweet Potato,5.5,19.2
State,Mizoram,2010-2011,Sweet Potato,0.1,0.7
State,Nagaland,2010-2011,Sweet Potato,0.1,0.4
State,Odisha,2010-2011,Sweet Potato,44.1,410.2
State,Punjab,2010-2011,Sweet Potato,0,0
State,Rajasthan,2010-2011,Sweet Potato,1,2.8
State,Sikkim,2010-2011,Sweet Potato,0,0
State,Tamil Nadu,2010-2011,Sweet Potato,0.8,12.4
State,Telangana,2010-2011,Sweet Potato,0,0
State,Tripura,2010-2011,Sweet Potato,0,0
State,Uttarakhand,2010-2011,Sweet Potato,0,0
State,Uttar Pradesh,2010-2011,Sweet Potato,16.8,206.6
State,West Bengal,2010-2011,Sweet Potato,22.9,235.7
Union Territory,Union Territory (Total),2010-2011,Sweet Potato,0,0
Union Territory,Dadra & Nagar Haveli,2010-2011,Sweet Potato,0,0
Union Territory,Chandigarh,2010-2011,Sweet Potato,0,0
Union Territory,D. & N. Haveli,2010-2011,Sweet Potato,0,0
Union Territory,Daman & Diu,2010-2011,Sweet Potato,0,0
Union Territory,Delhi,2010-2011,Sweet Potato,0,0
Union Territory,Lakshadweep,2010-2011,Sweet Potato,0,0
Union Territory,Puducherry,2010-2011,Sweet Potato,0,0
Total,Total,2010-2011,Sweet Potato,113.2,1046.6
State,Andhra Pradesh,2011-12,Sweet Potato,0.5,9.6
State,Arunachal Pradesh,2011-12,Sweet Potato,0,0
State,Assam,2011-12,Sweet Potato,9.3,36.4
State,Bihar,2011-12,Sweet Potato,0.5,9.5
State,Chhattisgarh,2011-12,Sweet Potato,3.6,35.6
State,Goa,2011-12,Sweet Potato,0,0
State,Gujarat,2011-12,Sweet Potato,0,0
State,Haryana,2011-12,Sweet Potato,0,0
State,Himachal Pradesh,2011-12,Sweet Potato,0,0
State,Jammu & Kashmir,2011-12,Sweet Potato,0,0
State,Jharkhand,2011-12,Sweet Potato,0,0
State,Karnataka,2011-12,Sweet Potato,2.7,35.5
State,Kerala,2011-12,Sweet Potato,0.4,4.6
State,Madhya Pradesh,2011-12,Sweet Potato,2.2,24.1
State,Maharashtra,2011-12,Sweet Potato,0,0
State,Manipur,2011-12,Sweet Potato,0,0
State,Meghalaya,2011-12,Sweet Potato,4.4,14.6
State,Mizoram,2011-12,Sweet Potato,0.1,0.7
State,Nagaland,2011-12,Sweet Potato,0.9,9.2
State,Odisha,2011-12,Sweet Potato,43.8,412.7
State,Punjab,2011-12,Sweet Potato,0,0
State,Rajasthan,2011-12,Sweet Potato,0.8,3.1
State,Sikkim,2011-12,Sweet Potato,0,0
State,Tamil Nadu,2011-12,Sweet Potato,0.8,13.4
State,Telangana,2011-12,Sweet Potato,0,0
State,Tripura,2011-12,Sweet Potato,0,0
State,Uttarakhand,2011-12,Sweet Potato,0,0
State,Uttar Pradesh,2011-12,Sweet Potato,17.4,226
State,West Bengal,2011-12,Sweet Potato,23,237
Union Territory,Union Territory (Total),2011-12,Sweet Potato,0,0
Union Territory,Dadra & Nagar Haveli,2011-12,Sweet Potato,0.2,0.9
Union Territory,Chandigarh,2011-12,Sweet Potato,0,0
Union Territory,D. & N. Haveli,2011-12,Sweet Potato,0,0
Union Territory,Daman & Diu,2011-12,Sweet Potato,0,0
Union Territory,Delhi,2011-12,Sweet Potato,0,0
Union Territory,Lakshadweep,2011-12,Sweet Potato,0,0.1
Union Territory,Puducherry,2011-12,Sweet Potato,0,0
Total,Total,2011-12,Sweet Potato,110.4,1072.8
State,Andhra Pradesh,2012-13,Sweet Potato,0.3,5.6
State,Arunachal Pradesh,2012-13,Sweet Potato,0,0
State,Assam,2012-13,Sweet Potato,9.6,41
State,Bihar,2012-13,Sweet Potato,0.5,9.8
State,Chhattisgarh,2012-13,Sweet Potato,3.7,37.8
State,Goa,2012-13,Sweet Potato,0,0
State,Gujarat,2012-13,Sweet Potato,0,0
State,Haryana,2012-13,Sweet Potato,0,0
State,Himachal Pradesh,2012-13,Sweet Potato,0,0
State,Jammu & Kashmir,2012-13,Sweet Potato,0,0
State,Jharkhand,2012-13,Sweet Potato,0,0
State,Karnataka,2012-13,Sweet Potato,2.5,34.7
State,Kerala,2012-13,Sweet Potato,0.3,4.2
State,Madhya Pradesh,2012-13,Sweet Potato,2.5,45
State,Maharashtra,2012-13,Sweet Potato,0,0
State,Manipur,2012-13,Sweet Potato,0,0
State,Meghalaya,2012-13,Sweet Potato,4.4,15.1
State,Mizoram,2012-13,Sweet Potato,0.2,1.1
State,Nagaland,2012-13,Sweet Potato,1.5,15
State,Odisha,2012-13,Sweet Potato,43.5,410.1
State,Punjab,2012-13,Sweet Potato,0,0
State,Rajasthan,2012-13,Sweet Potato,0.5,1.6
State,Sikkim,2012-13,Sweet Potato,0,0
State,Tamil Nadu,2012-13,Sweet Potato,0.4,9.1
State,Telangana,2012-13,Sweet Potato,0,0
State,Tripura,2012-13,Sweet Potato,0,0
State,Uttarakhand,2012-13,Sweet Potato,0,0
State,Uttar Pradesh,2012-13,Sweet Potato,18.8,264.8
State,West Bengal,2012-13,Sweet Potato,22.9,236.1
Union Territory,Union Territory (Total),2012-13,Sweet Potato,0,0
Union Territory,Dadra & Nagar Haveli,2012-13,Sweet Potato,0.2,0.9
Union Territory,Chandigarh,2012-13,Sweet Potato,0,0
Union Territory,D. & N. Haveli,2012-13,Sweet Potato,0,0
Union Territory,Daman & Diu,2012-13,Sweet Potato,0,0
Union Territory,Delhi,2012-13,Sweet Potato,0,0
Union Territory,Lakshadweep,2012-13,Sweet Potato,0,0.1
Union Territory,Puducherry,2012-13,Sweet Potato,0,0
Total,Total,2012-13,Sweet Potato,111.7,1132
State,Andhra Pradesh,2013-14,Sweet Potato,0.3,6
State,Arunachal Pradesh,2013-14,Sweet Potato,0,0
State,Assam,2013-14,Sweet Potato,6,30.5
State,Bihar,2013-14,Sweet Potato,0.9,8.3
State,Chhattisgarh,2013-14,Sweet Potato,3.4,35.8
State,Goa,2013-14,Sweet Potato,0,0
State,Gujarat,2013-14,Sweet Potato,0,0
State,Haryana,2013-14,Sweet Potato,0,0
State,Himachal Pradesh,2013-14,Sweet Potato,0,0
State,Jammu & Kashmir,2013-14,Sweet Potato,0,0
State,Jharkhand,2013-14,Sweet Potato,0,0
State,Karnataka,2013-14,Sweet Potato,2.3,34.2
State,Kerala,2013-14,Sweet Potato,0.2,4.4
State,Madhya Pradesh,2013-14,Sweet Potato,2.8,49.5
State,Maharashtra,2013-14,Sweet Potato,0,0
State,Manipur,2013-14,Sweet Potato,0,0
State,Meghalaya,2013-14,Sweet Potato,4.5,15.6
State,Mizoram,2013-14,Sweet Potato,0.2,1.2
State,Nagaland,2013-14,Sweet Potato,1.6,23.4
State,Odisha,2013-14,Sweet Potato,42,396.2
State,Punjab,2013-14,Sweet Potato,0,0
State,Rajasthan,2013-14,Sweet Potato,0.6,2
State,Sikkim,2013-14,Sweet Potato,0,0
State,Tamil Nadu,2013-14,Sweet Potato,0.5,10
State,Telangana,2013-14,Sweet Potato,0,0
State,Tripura,2013-14,Sweet Potato,0,0
State,Uttarakhand,2013-14,Sweet Potato,0,0
State,Uttar Pradesh,2013-14,Sweet Potato,17.5,230.5
State,West Bengal,2013-14,Sweet Potato,22.8,236
Union Territory,Union Territory (Total),2013-14,Sweet Potato,0,0
Union Territory,Dadra & Nagar Haveli,2013-14,Sweet Potato,0.2,2.7
Union Territory,Chandigarh,2013-14,Sweet Potato,0,0
Union Territory,D. & N. Haveli,2013-14,Sweet Potato,0,0
Union Territory,Daman & Diu,2013-14,Sweet Potato,0,0
Union Territory,Delhi,2013-14,Sweet Potato,0,0
Union Territory,Lakshadweep,2013-14,Sweet Potato,0,0.1
Union Territory,Puducherry,2013-14,Sweet Potato,0.1,1.4
Total,Total,2013-14,Sweet Potato,105.9,1087.9
State,Andhra Pradesh,2014-15,Sweet Potato,0.8,13.2
State,Arunachal Pradesh,2014-15,Sweet Potato,0,0
State,Assam,2014-15,Sweet Potato,9.8,51.7
State,Bihar,2014-15,Sweet Potato,1,8.3
State,Chhattisgarh,2014-15,Sweet Potato,3.4,36.1
State,Goa,2014-15,Sweet Potato,0,0
State,Gujarat,2014-15,Sweet Potato,0,0
State,Haryana,2014-15,Sweet Potato,0,0
State,Himachal Pradesh,2014-15,Sweet Potato,0,0
State,Jammu & Kashmir,2014-15,Sweet Potato,0,0
State,Jharkhand,2014-15,Sweet Potato,0,0
State,Karnataka,2014-15,Sweet Potato,2.2,29
State,Kerala,2014-15,Sweet Potato,0.4,7.1
State,Madhya Pradesh,2014-15,Sweet Potato,3.1,60
State,Maharashtra,2014-15,Sweet Potato,0.1,1.9
State,Manipur,2014-15,Sweet Potato,0,0
State,Meghalaya,2014-15,Sweet Potato,4.5,16.3
State,Mizoram,2014-15,Sweet Potato,0.2,1.2
State,Nagaland,2014-15,Sweet Potato,1.6,23.4
State,Odisha,2014-15,Sweet Potato,41.4,391.4
State,Punjab,2014-15,Sweet Potato,0,0
State,Rajasthan,2014-15,Sweet Potato,0.8,2.2
State,Sikkim,2014-15,Sweet Potato,0,0
State,Tamil Nadu,2014-15,Sweet Potato,0.8,16.9
State,Telangana,2014-15,Sweet Potato,0,0
State,Tripura,2014-15,Sweet Potato,0,0
State,Uttarakhand,2014-15,Sweet Potato,0,0
State,Uttar Pradesh,2014-15,Sweet Potato,17.6,232
State,West Bengal,2014-15,Sweet Potato,22.9,442.4
Union Territory,Union Territory (Total),2014-15,Sweet Potato,0,0
Union Territory,Dadra & Nagar Haveli,2014-15,Sweet Potato,0.1,2.7
Union Territory,Chandigarh,2014-15,Sweet Potato,0,0
Union Territory,D. & N. Haveli,2014-15,Sweet Potato,0,0
Union Territory,Daman & Diu,2014-15,Sweet Potato,0,0
Union Territory,Delhi,2014-15,Sweet Potato,0,0
Union Territory,Lakshadweep,2014-15,Sweet Potato,0,0
Union Territory,Puducherry,2014-15,Sweet Potato,0,0.5
Total,Total,2014-15,Sweet Potato,110.7,1336.4
State,Andhra Pradesh,2009-10,Tapioca,16.5,329.5
State,Arunachal Pradesh,2009-10,Tapioca,0,0
State,Assam,2009-10,Tapioca,3.6,20.8
State,Bihar,2009-10,Tapioca,0,0
State,Chhattisgarh,2009-10,Tapioca,0,0
State,Goa,2009-10,Tapioca,0,0
State,Gujarat,2009-10,Tapioca,0,0
State,Haryana,2009-10,Tapioca,0,0
State,Himachal Pradesh,2009-10,Tapioca,0,0
State,Jammu & Kashmir,2009-10,Tapioca,0,0
State,Jharkhand,2009-10,Tapioca,0,0
State,Karnataka,2009-10,Tapioca,1,13.1
State,Kerala,2009-10,Tapioca,74.9,2525.4
State,Madhya Pradesh,2009-10,Tapioca,0,0
State,Maharashtra,2009-10,Tapioca,0,0
State,Manipur,2009-10,Tapioca,0,0
State,Meghalaya,2009-10,Tapioca,4.9,26.4
State,Mizoram,2009-10,Tapioca,0,0
State,Nagaland,2009-10,Tapioca,1,6
State,Odisha,2009-10,Tapioca,0,0
State,Punjab,2009-10,Tapioca,0,0
State,Rajasthan,2009-10,Tapioca,0,0
State,Sikkim,2009-10,Tapioca,0,0
State,Tamil Nadu,2009-10,Tapioca,129.4,5113.6
State,Telangana,2009-10,Tapioca,0,0
State,Tripura,2009-10,Tapioca,0,0
State,Uttarakhand,2009-10,Tapioca,0,0
State,Uttar Pradesh,2009-10,Tapioca,0,0
State,West Bengal,2009-10,Tapioca,0,0
Union Territory,Union Territory (Total),2009-10,Tapioca,0,0
